trip_id,stop_id,timepoint,stop_sequence,departure_time,arrival_time
OLN014,pape_station,,12,7:47:10,7:47:10
OLN014,cosburn,,13,7:49:20,7:49:20
OLN014,thorncliffe_park,,14,7:54:15,7:54:15
OLN014,flemingdon_park,,15,7:56:40,7:56:40
OLN014,science_centre,,16,7:58:05,7:58:05
OLN015,exhibition_go,,1,7:28:00,7:28:00
OLN015,king_bathurst,,2,7:31:40,7:31:40
OLN015,queen_spadina,,3,7:33:35,7:33:35
OLN015,osgoode,,4,7:35:10,7:35:10
OLN015,queen,,5,7:36:30,7:36:30
OLN015,moss_park,,6,7:38:10,7:38:10
OLN015,corktown,,7,7:39:35,7:39:35
OLN015,distillery,,8,7:41:05,7:41:05
OLN015,east_harbour,,9,7:43:40,7:43:40
OLN015,leslieville,,10,7:45:15,7:45:15
OLN015,gerrard,,11,7:46:15,7:46:15
OLN015,pape_station,,12,7:49:10,7:49:10
OLN015,cosburn,,13,7:51:20,7:51:20
OLN015,thorncliffe_park,,14,7:56:15,7:56:15
OLN015,flemingdon_park,,15,7:58:40,7:58:40
OLN015,science_centre,,16,8:00:05,8:00:05
OLN016,exhibition_go,,1,7:30:00,7:30:00
OLN016,king_bathurst,,2,7:33:40,7:33:40
OLN016,queen_spadina,,3,7:35:35,7:35:35
OLN016,osgoode,,4,7:37:10,7:37:10
OLN016,queen,,5,7:38:30,7:38:30
OLN016,moss_park,,6,7:40:10,7:40:10
OLN016,corktown,,7,7:41:35,7:41:35
OLN016,distillery,,8,7:43:05,7:43:05
OLN016,east_harbour,,9,7:45:40,7:45:40
OLN016,leslieville,,10,7:47:15,7:47:15
OLN016,gerrard,,11,7:48:15,7:48:15
OLN016,pape_station,,12,7:51:10,7:51:10
OLN016,cosburn,,13,7:53:20,7:53:20
OLN016,thorncliffe_park,,14,7:58:15,7:58:15
OLN016,flemingdon_park,,15,8:00:40,8:00:40
OLN016,science_centre,,16,8:02:05,8:02:05
OLN017,exhibition_go,,1,7:32:00,7:32:00
OLN017,king_bathurst,,2,7:35:40,7:35:40
OLN017,queen_spadina,,3,7:37:35,7:37:35
OLN017,osgoode,,4,7:39:10,7:39:10
OLN017,queen,,5,7:40:30,7:40:30
OLN017,moss_park,,6,7:42:10,7:42:10
OLN017,corktown,,7,7:43:35,7:43:35
OLN017,distillery,,8,7:45:05,7:45:05
OLN017,east_harbour,,9,7:47:40,7:47:40
OLN017,leslieville,,10,7:49:15,7:49:15
OLN017,gerrard,,11,7:50:15,7:50:15
OLN017,pape_station,,12,7:53:10,7:53:10
OLN017,cosburn,,13,7:55:20,7:55:20
OLN017,thorncliffe_park,,14,8:00:15,8:00:15
OLN017,flemingdon_park,,15,8:02:40,8:02:40
OLN017,science_centre,,16,8:04:05,8:04:05
OLN018,exhibition_go,,1,7:34:00,7:34:00
OLN018,king_bathurst,,2,7:37:40,7:37:40
OLN018,queen_spadina,,3,7:39:35,7:39:35
OLN018,osgoode,,4,7:41:10,7:41:10
OLN018,queen,,5,7:42:30,7:42:30
OLN018,moss_park,,6,7:44:10,7:44:10
OLN018,corktown,,7,7:45:35,7:45:35
OLN018,distillery,,8,7:47:05,7:47:05
OLN018,east_harbour,,9,7:49:40,7:49:40
OLN018,leslieville,,10,7:51:15,7:51:15
OLN018,gerrard,,11,7:52:15,7:52:15
OLN018,pape_station,,12,7:55:10,7:55:10
OLN018,cosburn,,13,7:57:20,7:57:20
OLN018,thorncliffe_park,,14,8:02:15,8:02:15
OLN018,flemingdon_park,,15,8:04:40,8:04:40
OLN018,science_centre,,16,8:06:05,8:06:05
OLN019,exhibition_go,,1,7:36:00,7:36:00
OLN019,king_bathurst,,2,7:39:40,7:39:40
OLN019,queen_spadina,,3,7:41:35,7:41:35
OLN019,osgoode,,4,7:43:10,7:43:10
OLN019,queen,,5,7:44:30,7:44:30
OLN019,moss_park,,6,7:46:10,7:46:10
OLN019,corktown,,7,7:47:35,7:47:35
OLN019,distillery,,8,7:49:05,7:49:05
OLN019,east_harbour,,9,7:51:40,7:51:40
OLN019,leslieville,,10,7:53:15,7:53:15
OLN019,gerrard,,11,7:54:15,7:54:15
OLN019,pape_station,,12,7:57:10,7:57:10
OLN019,cosburn,,13,7:59:20,7:59:20
OLN019,thorncliffe_park,,14,8:04:15,8:04:15
OLN019,flemingdon_park,,15,8:06:40,8:06:40
OLN019,science_centre,,16,8:08:05,8:08:05
OLN020,exhibition_go,,1,7:38:00,7:38:00
OLN020,king_bathurst,,2,7:41:40,7:41:40
OLN020,queen_spadina,,3,7:43:35,7:43:35
OLN020,osgoode,,4,7:45:10,7:45:10
OLN020,queen,,5,7:46:30,7:46:30
OLN020,moss_park,,6,7:48:10,7:48:10
OLN020,corktown,,7,7:49:35,7:49:35
OLN020,distillery,,8,7:51:05,7:51:05
OLN020,east_harbour,,9,7:53:40,7:53:40
OLN020,leslieville,,10,7:55:15,7:55:15
OLN020,gerrard,,11,7:56:15,7:56:15
OLN020,pape_station,,12,7:59:10,7:59:10
OLN020,cosburn,,13,8:01:20,8:01:20
OLN020,thorncliffe_park,,14,8:06:15,8:06:15
OLN020,flemingdon_park,,15,8:08:40,8:08:40
OLN020,science_centre,,16,8:10:05,8:10:05
OLN021,exhibition_go,,1,7:40:00,7:40:00
OLN021,king_bathurst,,2,7:43:40,7:43:40
OLN021,queen_spadina,,3,7:45:35,7:45:35
OLN021,osgoode,,4,7:47:10,7:47:10
OLN021,queen,,5,7:48:30,7:48:30
OLN021,moss_park,,6,7:50:10,7:50:10
OLN021,corktown,,7,7:51:35,7:51:35
OLN021,distillery,,8,7:53:05,7:53:05
OLN021,east_harbour,,9,7:55:40,7:55:40
OLN021,leslieville,,10,7:57:15,7:57:15
OLN021,gerrard,,11,7:58:15,7:58:15
OLN021,pape_station,,12,8:01:10,8:01:10
OLN021,cosburn,,13,8:03:20,8:03:20
OLN021,thorncliffe_park,,14,8:08:15,8:08:15
OLN021,flemingdon_park,,15,8:10:40,8:10:40
OLN021,science_centre,,16,8:12:05,8:12:05
OLN022,exhibition_go,,1,7:42:00,7:42:00
OLN022,king_bathurst,,2,7:45:40,7:45:40
OLN022,queen_spadina,,3,7:47:35,7:47:35
OLN022,osgoode,,4,7:49:10,7:49:10
OLN022,queen,,5,7:50:30,7:50:30
OLN022,moss_park,,6,7:52:10,7:52:10
OLN022,corktown,,7,7:53:35,7:53:35
OLN022,distillery,,8,7:55:05,7:55:05
OLN022,east_harbour,,9,7:57:40,7:57:40
OLN022,leslieville,,10,7:59:15,7:59:15
OLN022,gerrard,,11,8:00:15,8:00:15
OLN022,pape_station,,12,8:03:10,8:03:10
OLN022,cosburn,,13,8:05:20,8:05:20
OLN022,thorncliffe_park,,14,8:10:15,8:10:15
OLN022,flemingdon_park,,15,8:12:40,8:12:40
OLN022,science_centre,,16,8:14:05,8:14:05
OLN023,exhibition_go,,1,7:44:00,7:44:00
OLN023,king_bathurst,,2,7:47:40,7:47:40
OLN023,queen_spadina,,3,7:49:35,7:49:35
OLN023,osgoode,,4,7:51:10,7:51:10
OLN023,queen,,5,7:52:30,7:52:30
OLN023,moss_park,,6,7:54:10,7:54:10
OLN023,corktown,,7,7:55:35,7:55:35
OLN023,distillery,,8,7:57:05,7:57:05
OLN023,east_harbour,,9,7:59:40,7:59:40
OLN023,leslieville,,10,8:01:15,8:01:15
OLN023,gerrard,,11,8:02:15,8:02:15
OLN023,pape_station,,12,8:05:10,8:05:10
OLN023,cosburn,,13,8:07:20,8:07:20
OLN023,thorncliffe_park,,14,8:12:15,8:12:15
OLN023,flemingdon_park,,15,8:14:40,8:14:40
OLN023,science_centre,,16,8:16:05,8:16:05
OLN024,exhibition_go,,1,7:46:00,7:46:00
OLN024,king_bathurst,,2,7:49:40,7:49:40
OLN024,queen_spadina,,3,7:51:35,7:51:35
OLN024,osgoode,,4,7:53:10,7:53:10
OLN024,queen,,5,7:54:30,7:54:30
OLN024,moss_park,,6,7:56:10,7:56:10
OLN024,corktown,,7,7:57:35,7:57:35
OLN024,distillery,,8,7:59:05,7:59:05
OLN024,east_harbour,,9,8:01:40,8:01:40
OLN024,leslieville,,10,8:03:15,8:03:15
OLN024,gerrard,,11,8:04:15,8:04:15
OLN024,pape_station,,12,8:07:10,8:07:10
OLN024,cosburn,,13,8:09:20,8:09:20
OLN024,thorncliffe_park,,14,8:14:15,8:14:15
OLN024,flemingdon_park,,15,8:16:40,8:16:40
OLN024,science_centre,,16,8:18:05,8:18:05
OLN025,exhibition_go,,1,7:48:00,7:48:00
OLN025,king_bathurst,,2,7:51:40,7:51:40
OLN025,queen_spadina,,3,7:53:35,7:53:35
OLN025,osgoode,,4,7:55:10,7:55:10
OLN025,queen,,5,7:56:30,7:56:30
OLN025,moss_park,,6,7:58:10,7:58:10
OLN025,corktown,,7,7:59:35,7:59:35
OLN025,distillery,,8,8:01:05,8:01:05
OLN025,east_harbour,,9,8:03:40,8:03:40
OLN025,leslieville,,10,8:05:15,8:05:15
OLN025,gerrard,,11,8:06:15,8:06:15
OLN025,pape_station,,12,8:09:10,8:09:10
OLN025,cosburn,,13,8:11:20,8:11:20
OLN025,thorncliffe_park,,14,8:16:15,8:16:15
OLN025,flemingdon_park,,15,8:18:40,8:18:40
OLN025,science_centre,,16,8:20:05,8:20:05
OLN026,exhibition_go,,1,7:50:00,7:50:00
OLN026,king_bathurst,,2,7:53:40,7:53:40
OLN026,queen_spadina,,3,7:55:35,7:55:35
OLN026,osgoode,,4,7:57:10,7:57:10
OLN026,queen,,5,7:58:30,7:58:30
OLN026,moss_park,,6,8:00:10,8:00:10
OLN026,corktown,,7,8:01:35,8:01:35
OLN026,distillery,,8,8:03:05,8:03:05
OLN026,east_harbour,,9,8:05:40,8:05:40
OLN026,leslieville,,10,8:07:15,8:07:15
OLN026,gerrard,,11,8:08:15,8:08:15
OLN026,pape_station,,12,8:11:10,8:11:10
OLN026,cosburn,,13,8:13:20,8:13:20
OLN026,thorncliffe_park,,14,8:18:15,8:18:15
OLN026,flemingdon_park,,15,8:20:40,8:20:40
OLN026,science_centre,,16,8:22:05,8:22:05
OLN027,exhibition_go,,1,7:52:00,7:52:00
OLN027,king_bathurst,,2,7:55:40,7:55:40
OLN027,queen_spadina,,3,7:57:35,7:57:35
OLN027,osgoode,,4,7:59:10,7:59:10
OLN027,queen,,5,8:00:30,8:00:30
OLN027,moss_park,,6,8:02:10,8:02:10
OLN027,corktown,,7,8:03:35,8:03:35
OLN027,distillery,,8,8:05:05,8:05:05
OLN027,east_harbour,,9,8:07:40,8:07:40
OLN027,leslieville,,10,8:09:15,8:09:15
OLN027,gerrard,,11,8:10:15,8:10:15
OLN027,pape_station,,12,8:13:10,8:13:10
OLN027,cosburn,,13,8:15:20,8:15:20
OLN027,thorncliffe_park,,14,8:20:15,8:20:15
OLN027,flemingdon_park,,15,8:22:40,8:22:40
OLN027,science_centre,,16,8:24:05,8:24:05
OLN028,exhibition_go,,1,7:54:00,7:54:00
OLN028,king_bathurst,,2,7:57:40,7:57:40
OLN028,queen_spadina,,3,7:59:35,7:59:35
OLN028,osgoode,,4,8:01:10,8:01:10
OLN028,queen,,5,8:02:30,8:02:30
OLN028,moss_park,,6,8:04:10,8:04:10
OLN028,corktown,,7,8:05:35,8:05:35
OLN028,distillery,,8,8:07:05,8:07:05
OLN028,east_harbour,,9,8:09:40,8:09:40
OLN028,leslieville,,10,8:11:15,8:11:15
OLN028,gerrard,,11,8:12:15,8:12:15
OLN028,pape_station,,12,8:15:10,8:15:10
OLN028,cosburn,,13,8:17:20,8:17:20
OLN028,thorncliffe_park,,14,8:22:15,8:22:15
OLN028,flemingdon_park,,15,8:24:40,8:24:40
OLN028,science_centre,,16,8:26:05,8:26:05
OLN029,exhibition_go,,1,7:56:00,7:56:00
OLN029,king_bathurst,,2,7:59:40,7:59:40
OLN029,queen_spadina,,3,8:01:35,8:01:35
OLN029,osgoode,,4,8:03:10,8:03:10
OLN029,queen,,5,8:04:30,8:04:30
OLN029,moss_park,,6,8:06:10,8:06:10
OLN029,corktown,,7,8:07:35,8:07:35
OLN029,distillery,,8,8:09:05,8:09:05
OLN029,east_harbour,,9,8:11:40,8:11:40
OLN029,leslieville,,10,8:13:15,8:13:15
OLN029,gerrard,,11,8:14:15,8:14:15
OLN029,pape_station,,12,8:17:10,8:17:10
OLN029,cosburn,,13,8:19:20,8:19:20
OLN029,thorncliffe_park,,14,8:24:15,8:24:15
OLN029,flemingdon_park,,15,8:26:40,8:26:40
OLN029,science_centre,,16,8:28:05,8:28:05
OLN030,exhibition_go,,1,7:58:00,7:58:00
OLN030,king_bathurst,,2,8:01:40,8:01:40
OLN030,queen_spadina,,3,8:03:35,8:03:35
OLN030,osgoode,,4,8:05:10,8:05:10
OLN030,queen,,5,8:06:30,8:06:30
OLN030,moss_park,,6,8:08:10,8:08:10
OLN030,corktown,,7,8:09:35,8:09:35
OLN030,distillery,,8,8:11:05,8:11:05
OLN030,east_harbour,,9,8:13:40,8:13:40
OLN030,leslieville,,10,8:15:15,8:15:15
OLN030,gerrard,,11,8:16:15,8:16:15
OLN030,pape_station,,12,8:19:10,8:19:10
OLN030,cosburn,,13,8:21:20,8:21:20
OLN030,thorncliffe_park,,14,8:26:15,8:26:15
OLN030,flemingdon_park,,15,8:28:40,8:28:40
OLN030,science_centre,,16,8:30:05,8:30:05
OLN031,exhibition_go,,1,8:00:00,8:00:00
OLN031,king_bathurst,,2,8:03:40,8:03:40
OLN031,queen_spadina,,3,8:05:35,8:05:35
OLN031,osgoode,,4,8:07:10,8:07:10
OLN031,queen,,5,8:08:30,8:08:30
OLN031,moss_park,,6,8:10:10,8:10:10
OLN031,corktown,,7,8:11:35,8:11:35
OLN031,distillery,,8,8:13:05,8:13:05
OLN031,east_harbour,,9,8:15:40,8:15:40
OLN031,leslieville,,10,8:17:15,8:17:15
OLN031,gerrard,,11,8:18:15,8:18:15
OLN031,pape_station,,12,8:21:10,8:21:10
OLN031,cosburn,,13,8:23:20,8:23:20
OLN031,thorncliffe_park,,14,8:28:15,8:28:15
OLN031,flemingdon_park,,15,8:30:40,8:30:40
OLN031,science_centre,,16,8:32:05,8:32:05
OLN032,exhibition_go,,1,8:02:00,8:02:00
OLN032,king_bathurst,,2,8:05:40,8:05:40
OLN032,queen_spadina,,3,8:07:35,8:07:35
OLN032,osgoode,,4,8:09:10,8:09:10
OLN032,queen,,5,8:10:30,8:10:30
OLN032,moss_park,,6,8:12:10,8:12:10
OLN032,corktown,,7,8:13:35,8:13:35
OLN032,distillery,,8,8:15:05,8:15:05
OLN032,east_harbour,,9,8:17:40,8:17:40
OLN032,leslieville,,10,8:19:15,8:19:15
OLN032,gerrard,,11,8:20:15,8:20:15
OLN032,pape_station,,12,8:23:10,8:23:10
OLN032,cosburn,,13,8:25:20,8:25:20
OLN032,thorncliffe_park,,14,8:30:15,8:30:15
OLN032,flemingdon_park,,15,8:32:40,8:32:40
OLN032,science_centre,,16,8:34:05,8:34:05
OLN033,exhibition_go,,1,8:04:00,8:04:00
OLN033,king_bathurst,,2,8:07:40,8:07:40
OLN033,queen_spadina,,3,8:09:35,8:09:35
OLN033,osgoode,,4,8:11:10,8:11:10
OLN033,queen,,5,8:12:30,8:12:30
OLN033,moss_park,,6,8:14:10,8:14:10
OLN033,corktown,,7,8:15:35,8:15:35
OLN033,distillery,,8,8:17:05,8:17:05
OLN033,east_harbour,,9,8:19:40,8:19:40
OLN033,leslieville,,10,8:21:15,8:21:15
OLN033,gerrard,,11,8:22:15,8:22:15
OLN033,pape_station,,12,8:25:10,8:25:10
OLN033,cosburn,,13,8:27:20,8:27:20
OLN033,thorncliffe_park,,14,8:32:15,8:32:15
OLN033,flemingdon_park,,15,8:34:40,8:34:40
OLN033,science_centre,,16,8:36:05,8:36:05
OLN034,exhibition_go,,1,8:06:00,8:06:00
OLN034,king_bathurst,,2,8:09:40,8:09:40
OLN034,queen_spadina,,3,8:11:35,8:11:35
OLN034,osgoode,,4,8:13:10,8:13:10
OLN034,queen,,5,8:14:30,8:14:30
OLN034,moss_park,,6,8:16:10,8:16:10
OLN034,corktown,,7,8:17:35,8:17:35
OLN034,distillery,,8,8:19:05,8:19:05
OLN034,east_harbour,,9,8:21:40,8:21:40
OLN034,leslieville,,10,8:23:15,8:23:15
OLN034,gerrard,,11,8:24:15,8:24:15
OLN034,pape_station,,12,8:27:10,8:27:10
OLN034,cosburn,,13,8:29:20,8:29:20
OLN034,thorncliffe_park,,14,8:34:15,8:34:15
OLN034,flemingdon_park,,15,8:36:40,8:36:40
